algorithm,algorithm_variant,alpha,avg_abs_error,avg_norm_abs_error,avg_relative_error,config_capacity,config_target_logical_size,dataset_name,deletions,domain_size,estimator_seed,family,final_f1_star,heavy_avg_norm_abs_error,heavy_avg_relative_error,heavy_query_count,hh_f1,hh_precision,hh_recall,insertions,logical_size,max_norm_abs_error,memory_usage_bytes,middle_avg_norm_abs_error,middle_avg_relative_error,middle_query_count,observed_final_f1,param_capacity_per_summary,seed,stream_length,stream_mode,support_size,tail_avg_norm_abs_error,tail_avg_relative_error,tail_query_count,validation,config_delta,config_depth,config_width,param_depth,param_seed,param_width,param_capacity,zipf_s,average_transaction_size,distinct_items,occurrence_count,source_path,transaction_count
double_mg,double_mg__L_600,3.0,1.5820240734874882,1.5820240734874883e-05,0.9987303347059445,300,600,uniform__F1_100000__alpha_3p0__non_interleaved,100000,100000,20260424,uniform,100000,5.9300000000000005e-05,1.0,100,0.0,0.0,0.0,200000,600,7e-05,13572,1.24e-05,1.0,100,100000,300,20260419,300000,non-interleaved,63140,9.9e-06,0.99,100,"{'alpha_ok': True, 'failure_prefix': None, 'failure_reason': None, 'final_f1_ok': True, 'observed_final_f1': 100000, 'strict_turnstile_ok': True, 'total_deletions': 100000, 'total_insertions': 200000}",,,,,,,,,,,,,
double_ss,double_ss__L_600,3.0,331.41770668356037,0.003314177066835603,254.21945114409402,300,600,uniform__F1_100000__alpha_3p0__non_interleaved,100000,100000,20260425,uniform,100000,0.0032706999999999996,55.68928571428572,100,0.0,0.0,0.0,200000,600,0.00333,71684,0.0033176,292.04,100,100000,300,20260419,300000,non-interleaved,63140,0.0033201000000000003,332.01,100,"{'alpha_ok': True, 'failure_prefix': None, 'failure_reason': None, 'final_f1_ok': True, 'observed_final_f1': 100000, 'strict_turnstile_ok': True, 'total_deletions': 100000, 'total_insertions': 200000}",,,,,,,,,,,,,
count_min,count_min__L_600,3.0,798.537012987013,0.00798537012987013,612.0097083578443,,600,uniform__F1_100000__alpha_3p0__non_interleaved,100000,100000,20260426,uniform,100000,0.008025599999999999,136.60685714285714,100,0.0,0.0,0.0,200000,600,0.00878,24440,0.0079922,702.91,100,100000,,20260419,300000,non-interleaved,63140,0.0079499,794.99,100,"{'alpha_ok': True, 'failure_prefix': None, 'failure_reason': None, 'final_f1_ok': True, 'observed_final_f1': 100000, 'strict_turnstile_ok': True, 'total_deletions': 100000, 'total_insertions': 200000}",0.01,5,120,5,20260426,120,,,,,,,
count_sketch,count_sketch__L_600,3.0,12.816122901488756,0.00012816122901488755,9.808225108225109,,600,uniform__F1_100000__alpha_3p0__non_interleaved,100000,100000,20260427,uniform,100000,0.0001268,2.18,100,0.0,0.0,0.0,200000,600,0.00067,17196,0.00011889999999999999,10.485,100,100000,,20260419,300000,non-interleaved,63140,0.0001307,13.07,100,"{'alpha_ok': True, 'failure_prefix': None, 'failure_reason': None, 'final_f1_ok': True, 'observed_final_f1': 100000, 'strict_turnstile_ok': True, 'total_deletions': 100000, 'total_insertions': 200000}",0.01,5,120,5,20260427,120,,,,,,,
integrated_sspm,integrated_sspm__L_600,3.0,4.064095660437124,4.0640956604371234e-05,2.726872030408616,600,600,uniform__F1_100000__alpha_3p0__non_interleaved,100000,100000,20260428,uniform,100000,5.9300000000000005e-05,1.0,100,0.0,0.0,0.0,200000,600,0.00333,100186,4.53e-05,4.29,100,100000,,20260419,300000,non-interleaved,63140,4.3100000000000004e-05,4.31,100,"{'alpha_ok': True, 'failure_prefix': None, 'failure_reason': None, 'final_f1_ok': True, 'observed_final_f1': 100000, 'strict_turnstile_ok': True, 'total_deletions': 100000, 'total_insertions': 200000}",,,,,,,600,,,,,,
double_mg,double_mg__L_1200,3.0,1.577922077922078,1.577922077922078e-05,0.9959273044029141,600,1200,uniform__F1_100000__alpha_3p0__non_interleaved,100000,100000,20260429,uniform,100000,5.9300000000000005e-05,1.0,100,0.0,0.0,0.0,200000,1200,7e-05,48312,1.2300000000000003e-05,0.99,100,100000,600,20260419,300000,non-interleaved,63140,9.9e-06,0.99,100,"{'alpha_ok': True, 'failure_prefix': None, 'failure_reason': None, 'final_f1_ok': True, 'observed_final_f1': 100000, 'strict_turnstile_ok': True, 'total_deletions': 100000, 'total_insertions': 200000}",,,,,,,,,,,,,
double_ss,double_ss__L_1200,3.0,165.41461830852074,0.0016541461830852076,126.99104518303996,600,1200,uniform__F1_100000__alpha_3p0__non_interleaved,100000,100000,20260430,uniform,100000,0.0016107000000000003,27.429761904761904,100,0.0,0.0,0.0,200000,1200,0.00167,125408,0.0016576,145.96,100,100000,600,20260419,300000,non-interleaved,63140,0.00166,166.0,100,"{'alpha_ok': True, 'failure_prefix': None, 'failure_reason': None, 'final_f1_ok': True, 'observed_final_f1': 100000, 'strict_turnstile_ok': True, 'total_deletions': 100000, 'total_insertions': 200000}",,,,,,,,,,,,,
count_min,count_min__L_1200,3.0,392.3736458663288,0.003923736458663288,300.7433685536299,,1200,uniform__F1_100000__alpha_3p0__non_interleaved,100000,100000,20260431,uniform,100000,0.0039363,67.01690476190475,100,0.0,0.0,0.0,200000,1200,0.00447,46816,0.0039276,345.96,100,100000,,20260419,300000,non-interleaved,63140,0.0039374,393.74,100,"{'alpha_ok': True, 'failure_prefix': None, 'failure_reason': None, 'final_f1_ok': True, 'observed_final_f1': 100000, 'strict_turnstile_ok': True, 'total_deletions': 100000, 'total_insertions': 200000}",0.01,5,240,5,20260431,240,,,,,,,
count_sketch,count_sketch__L_1200,3.0,10.816186252771619,0.00010816186252771618,8.283640021418767,,1200,uniform__F1_100000__alpha_3p0__non_interleaved,100000,100000,20260432,uniform,100000,0.00011180000000000001,1.8934761904761905,100,0.01,0.01,0.01,200000,1200,0.0006,29360,0.0001094,9.41,100,100000,,20260419,300000,non-interleaved,63140,0.0001204,12.04,100,"{'alpha_ok': True, 'failure_prefix': None, 'failure_reason': None, 'final_f1_ok': True, 'observed_final_f1': 100000, 'strict_turnstile_ok': True, 'total_deletions': 100000, 'total_insertions': 200000}",0.01,5,240,5,20260432,240,,,,,,,
integrated_sspm,integrated_sspm__L_1200,3.0,4.081834019638897,4.081834019638898e-05,2.73037456445993,1200,1200,uniform__F1_100000__alpha_3p0__non_interleaved,100000,100000,20260433,uniform,100000,0.0001209,2.1816666666666666,100,0.0,0.0,0.0,200000,1200,0.00166,165890,4.4999999999999996e-05,4.26,100,100000,,20260419,300000,non-interleaved,63140,4.27e-05,4.27,100,"{'alpha_ok': True, 'failure_prefix': None, 'failure_reason': None, 'final_f1_ok': True, 'observed_final_f1': 100000, 'strict_turnstile_ok': True, 'total_deletions': 100000, 'total_insertions': 200000}",,,,,,,1200,,,,,,
double_mg,double_mg__L_2400,3.0,1.5757681343047196,1.5757681343047196e-05,0.9944850068630556,1200,2400,uniform__F1_100000__alpha_3p0__non_interleaved,100000,100000,20260434,uniform,100000,5.9300000000000005e-05,1.0,100,0.0,0.0,0.0,200000,2400,7e-05,64424,1.2300000000000003e-05,0.99,100,100000,1200,20260419,300000,non-interleaved,63140,9.9e-06,0.99,100,"{'alpha_ok': True, 'failure_prefix': None, 'failure_reason': None, 'final_f1_ok': True, 'observed_final_f1': 100000, 'strict_turnstile_ok': True, 'total_deletions': 100000, 'total_insertions': 200000}",,,,,,,,,,,,,
double_ss,double_ss__L_2400,3.0,81.42231548938867,0.0008142231548938865,62.616960081149976,1200,2400,uniform__F1_100000__alpha_3p0__non_interleaved,100000,100000,20260435,uniform,100000,0.0007707,13.129761904761907,100,0.0,0.0,0.0,200000,2400,0.00083,215964,0.0008177,72.05,100,100000,1200,20260419,300000,non-interleaved,63140,0.0008201,82.01,100,"{'alpha_ok': True, 'failure_prefix': None, 'failure_reason': None, 'final_f1_ok': True, 'observed_final_f1': 100000, 'strict_turnstile_ok': True, 'total_deletions': 100000, 'total_insertions': 200000}",,,,,,,,,,,,,
count_min,count_min__L_2400,3.0,190.7396262274311,0.0019073962622743112,146.19162692127847,,2400,uniform__F1_100000__alpha_3p0__non_interleaved,100000,100000,20260436,uniform,100000,0.0019006000000000001,32.36123809523809,100,0.0,0.0,0.0,200000,2400,0.00225,25736,0.0019098000000000001,167.895,100,100000,,20260419,300000,non-interleaved,63140,0.0019075000000000001,190.75,100,"{'alpha_ok': True, 'failure_prefix': None, 'failure_reason': None, 'final_f1_ok': True, 'observed_final_f1': 100000, 'strict_turnstile_ok': True, 'total_deletions': 100000, 'total_insertions': 200000}",0.01,5,480,5,20260436,480,,,,,,,
count_sketch,count_sketch__L_2400,3.0,6.4315806145074434,6.431580614507444e-05,4.933845158906134,,2400,uniform__F1_100000__alpha_3p0__non_interleaved,100000,100000,20260437,uniform,100000,6.19e-05,1.0633333333333332,100,0.01,0.01,0.01,200000,2400,0.00033,48308,5.84e-05,5.13,100,100000,,20260419,300000,non-interleaved,63140,5.4600000000000006e-05,5.46,100,"{'alpha_ok': True, 'failure_prefix': None, 'failure_reason': None, 'final_f1_ok': True, 'observed_final_f1': 100000, 'strict_turnstile_ok': True, 'total_deletions': 100000, 'total_insertions': 200000}",0.01,5,480,5,20260437,480,,,,,,,
integrated_sspm,integrated_sspm__L_2400,3.0,4.023994298384542,4.023994298384543e-05,2.6846885228592545,2400,2400,uniform__F1_100000__alpha_3p0__non_interleaved,100000,100000,20260438,uniform,100000,0.0001089,1.9226666666666667,100,0.0,0.0,0.0,200000,2400,0.00083,330846,2.84e-05,2.6,100,100000,,20260419,300000,non-interleaved,63140,4.2e-05,4.2,100,"{'alpha_ok': True, 'failure_prefix': None, 'failure_reason': None, 'final_f1_ok': True, 'observed_final_f1': 100000, 'strict_turnstile_ok': True, 'total_deletions': 100000, 'total_insertions': 200000}",,,,,,,2400,,,,,,
double_mg,double_mg__L_300,4.0,1.5767258382643,1.5767258382643e-05,0.9991952662721894,150,300,uniform__F1_100000__alpha_4p0__non_interleaved,150000,100000,20260419,uniform,100000,5.5599999999999996e-05,1.0,100,0.0,0.0,0.0,250000,300,9e-05,11996,1.2300000000000003e-05,1.0,100,100000,150,20260419,400000,non-interleaved,63375,9.9e-06,0.99,100,"{'alpha_ok': True, 'failure_prefix': None, 'failure_reason': None, 'final_f1_ok': True, 'observed_final_f1': 100000, 'strict_turnstile_ok': True, 'total_deletions': 150000, 'total_insertions': 250000}",,,,,,,,,,,,,
double_ss,double_ss__L_300,4.0,664.4233214990138,0.006644233214990138,511.14123291067904,150,300,uniform__F1_100000__alpha_4p0__non_interleaved,150000,100000,20260420,uniform,100000,0.0066044,120.19085714285713,100,0.0,0.0,0.0,250000,300,0.00666,36380,0.006647799999999999,588.42,100,100000,150,20260419,400000,non-interleaved,63375,0.0066501,665.01,100,"{'alpha_ok': True, 'failure_prefix': None, 'failure_reason': None, 'final_f1_ok': True, 'observed_final_f1': 100000, 'strict_turnstile_ok': True, 'total_deletions': 150000, 'total_insertions': 250000}",,,,,,,,,,,,,
count_min,count_min__L_300,4.0,1620.3268007889546,0.016203268007889546,1246.0694243386242,,300,uniform__F1_100000__alpha_4p0__non_interleaved,150000,100000,20260421,uniform,100000,0.0161756,294.3218412698413,100,0.0,0.0,0.0,250000,300,0.01713,13412,0.016204700000000002,1433.345,100,100000,,20260419,400000,non-interleaved,63375,0.0161824,1618.24,100,"{'alpha_ok': True, 'failure_prefix': None, 'failure_reason': None, 'final_f1_ok': True, 'observed_final_f1': 100000, 'strict_turnstile_ok': True, 'total_deletions': 150000, 'total_insertions': 250000}",0.01,5,60,5,20260421,60,,,,,,,
count_sketch,count_sketch__L_300,4.0,18.35296252465483,0.0001835296252465483,14.116740590463667,,300,uniform__F1_100000__alpha_4p0__non_interleaved,150000,100000,20260422,uniform,100000,0.000171,3.080015873015873,100,0.0,0.0,0.0,250000,300,0.00088,11024,0.00015720000000000003,14.145,100,100000,,20260419,400000,non-interleaved,63375,0.0002002,20.02,100,"{'alpha_ok': True, 'failure_prefix': None, 'failure_reason': None, 'final_f1_ok': True, 'observed_final_f1': 100000, 'strict_turnstile_ok': True, 'total_deletions': 150000, 'total_insertions': 250000}",0.01,5,60,5,20260422,60,,,,,,,
integrated_sspm,integrated_sspm__L_300,4.0,4.699408284023669,4.699408284023669e-05,3.2085704142011835,300,300,uniform__F1_100000__alpha_4p0__non_interleaved,150000,100000,20260423,uniform,100000,0.00013759999999999998,2.3666666666666667,100,0.01,0.01,0.01,250000,300,0.00833,50522,9.520000000000001e-05,9.29,100,100000,,20260419,400000,non-interleaved,63375,9.309999999999999e-05,9.31,100,"{'alpha_ok': True, 'failure_prefix': None, 'failure_reason': None, 'final_f1_ok': True, 'observed_final_f1': 100000, 'strict_turnstile_ok': True, 'total_deletions': 150000, 'total_insertions': 250000}",,,,,,,300,,,,,,
double_mg,double_mg__L_600,4.0,1.5757948717948718,1.575794871794872e-05,0.9984754766600921,300,600,uniform__F1_100000__alpha_4p0__non_interleaved,150000,100000,20260424,uniform,100000,5.5599999999999996e-05,1.0,100,0.0,0.0,0.0,250000,600,9e-05,17756,1.2200000000000002e-05,0.99,100,100000,300,20260419,400000,non-interleaved,63375,9.9e-06,0.99,100,"{'alpha_ok': True, 'failure_prefix': None, 'failure_reason': None, 'final_f1_ok': True, 'observed_final_f1': 100000, 'strict_turnstile_ok': True, 'total_deletions': 150000, 'total_insertions': 250000}",,,,,,,,,,,,,
double_ss,double_ss__L_600,4.0,331.4233214990138,0.0033142332149901383,255.07103657368273,300,600,uniform__F1_100000__alpha_4p0__non_interleaved,150000,100000,20260425,uniform,100000,0.0032744000000000002,59.59542857142856,100,0.0,0.0,0.0,250000,600,0.00333,71588,0.0033178,293.715,100,100000,300,20260419,400000,non-interleaved,63375,0.0033201000000000003,332.01,100,"{'alpha_ok': True, 'failure_prefix': None, 'failure_reason': None, 'final_f1_ok': True, 'observed_final_f1': 100000, 'strict_turnstile_ok': True, 'total_deletions': 150000, 'total_insertions': 250000}",,,,,,,,,,,,,
count_min,count_min__L_600,4.0,796.8311163708087,0.007968311163708086,612.7171666635359,,600,uniform__F1_100000__alpha_4p0__non_interleaved,150000,100000,20260426,uniform,100000,0.0079835,145.32720634920636,100,0.0,0.0,0.0,250000,600,0.00866,24384,0.0079685,704.84,100,100000,,20260419,400000,non-interleaved,63375,0.0079634,796.34,100,"{'alpha_ok': True, 'failure_prefix': None, 'failure_reason': None, 'final_f1_ok': True, 'observed_final_f1': 100000, 'strict_turnstile_ok': True, 'total_deletions': 150000, 'total_insertions': 250000}",0.01,5,120,5,20260426,120,,,,,,,
count_sketch,count_sketch__L_600,4.0,12.629554240631164,0.00012629554240631163,9.701258470304625,,600,uniform__F1_100000__alpha_4p0__non_interleaved,150000,100000,20260427,uniform,100000,0.0001237,2.258888888888889,100,0.0,0.0,0.0,250000,600,0.00068,17092,0.0001198,10.56,100,100000,,20260419,400000,non-interleaved,63375,0.0001184,11.84,100,"{'alpha_ok': True, 'failure_prefix': None, 'failure_reason': None, 'final_f1_ok': True, 'observed_final_f1': 100000, 'strict_turnstile_ok': True, 'total_deletions': 150000, 'total_insertions': 250000}",0.01,5,120,5,20260427,120,,,,,,,
integrated_sspm,integrated_sspm__L_600,4.0,4.679226824457594,4.679226824457594e-05,3.230760815253123,600,600,uniform__F1_100000__alpha_4p0__non_interleaved,150000,100000,20260428,uniform,100000,9.6e-05,1.6733333333333331,100,0.01,0.01,0.01,250000,600,0.00416,100154,5.35e-05,5.12,100,100000,,20260419,400000,non-interleaved,63375,5.14e-05,5.14,100,"{'alpha_ok': True, 'failure_prefix': None, 'failure_reason': None, 'final_f1_ok': True, 'observed_final_f1': 100000, 'strict_turnstile_ok': True, 'total_deletions': 150000, 'total_insertions': 250000}",,,,,,,600,,,,,,
double_mg,double_mg__L_1200,4.0,1.5705404339250493,1.5705404339250493e-05,0.9947095332018409,600,1200,uniform__F1_100000__alpha_4p0__non_interleaved,150000,100000,20260429,uniform,100000,5.55e-05,0.9983333333333333,100,0.0,0.0,0.0,250000,1200,9e-05,63988,1.2200000000000002e-05,0.99,100,100000,600,20260419,400000,non-interleaved,63375,9.9e-06,0.99,100,"{'alpha_ok': True, 'failure_prefix': None, 'failure_reason': None, 'final_f1_ok': True, 'observed_final_f1': 100000, 'strict_turnstile_ok': True, 'total_deletions': 150000, 'total_insertions': 250000}",,,,,,,,,,,,,
double_ss,double_ss__L_1200,4.0,164.42718737672584,0.0016442718737672585,126.65430937040168,600,1200,uniform__F1_100000__alpha_4p0__non_interleaved,150000,100000,20260430,uniform,100000,0.0016045,29.208396825396825,100,0.0,0.0,0.0,250000,1200,0.00166,125288,0.0016478,145.92,100,100000,600,20260419,400000,non-interleaved,63375,0.0016500999999999998,165.01,100,"{'alpha_ok': True, 'failure_prefix': None, 'failure_reason': None, 'final_f1_ok': True, 'observed_final_f1': 100000, 'strict_turnstile_ok': True, 'total_deletions': 150000, 'total_insertions': 250000}",,,,,,,,,,,,,
count_min,count_min__L_1200,4.0,391.9986903353057,0.003919986903353058,301.46409525061836,,1200,uniform__F1_100000__alpha_4p0__non_interleaved,150000,100000,20260431,uniform,100000,0.0039264,71.39869841269841,100,0.0,0.0,0.0,250000,1200,0.00443,46776,0.0039303,347.275,100,100000,,20260419,400000,non-interleaved,63375,0.0039207,392.07,100,"{'alpha_ok': True, 'failure_prefix': None, 'failure_reason': None, 'final_f1_ok': True, 'observed_final_f1': 100000, 'strict_turnstile_ok': True, 'total_deletions': 150000, 'total_insertions': 250000}",0.01,5,240,5,20260431,240,,,,,,,
count_sketch,count_sketch__L_1200,4.0,10.722966469428007,0.00010722966469428007,8.230587633449172,,1200,uniform__F1_100000__alpha_4p0__non_interleaved,150000,100000,20260432,uniform,100000,0.0001014,1.846079365079365,100,0.01,0.01,0.01,250000,1200,0.00057,29132,0.000106,9.3,100,100000,,20260419,400000,non-interleaved,63375,9.53e-05,9.53,100,"{'alpha_ok': True, 'failure_prefix': None, 'failure_reason': None, 'final_f1_ok': True, 'observed_final_f1': 100000, 'strict_turnstile_ok': True, 'total_deletions': 150000, 'total_insertions': 250000}",0.01,5,240,5,20260432,240,,,,,,,
integrated_sspm,integrated_sspm__L_1200,4.0,4.605932938856016,4.6059329388560156e-05,3.18073057199211,1200,1200,uniform__F1_100000__alpha_4p0__non_interleaved,150000,100000,20260433,uniform,100000,0.0001144,2.0453333333333332,100,0.0,0.0,0.0,250000,1200,0.00208,165858,3.27e-05,3.04,100,100000,,20260419,400000,non-interleaved,63375,5.11e-05,5.11,100,"{'alpha_ok': True, 'failure_prefix': None, 'failure_reason': None, 'final_f1_ok': True, 'observed_final_f1': 100000, 'strict_turnstile_ok': True, 'total_deletions': 150000, 'total_insertions': 250000}",,,,,,,1200,,,,,,
double_mg,double_mg__L_2400,4.0,1.5755581854043392,1.5755581854043395e-05,0.9982979618671926,1200,2400,uniform__F1_100000__alpha_4p0__non_interleaved,150000,100000,20260434,uniform,100000,5.5599999999999996e-05,1.0,100,0.0,0.0,0.0,250000,2400,9e-05,91716,1.2200000000000002e-05,0.99,100,100000,1200,20260419,400000,non-interleaved,63375,9.9e-06,0.99,100,"{'alpha_ok': True, 'failure_prefix': None, 'failure_reason': None, 'final_f1_ok': True, 'observed_final_f1': 100000, 'strict_turnstile_ok': True, 'total_deletions': 150000, 'total_insertions': 250000}",,,,,,,,,,,,,
double_ss,double_ss__L_2400,4.0,82.41508481262328,0.0008241508481262327,63.588723734385276,1200,2400,uniform__F1_100000__alpha_4p0__non_interleaved,150000,100000,20260435,uniform,100000,0.0007845,14.287,100,0.0,0.0,0.0,250000,2400,0.00084,215904,0.0008278000000000001,73.35,100,100000,1200,20260419,400000,non-interleaved,63375,0.00083,83.0,100,"{'alpha_ok': True, 'failure_prefix': None, 'failure_reason': None, 'final_f1_ok': True, 'observed_final_f1': 100000, 'strict_turnstile_ok': True, 'total_deletions': 150000, 'total_insertions': 250000}",,,,,,,,,,,,,
