algorithm,alpha,avg_abs_error,avg_norm_abs_error,avg_relative_error,dataset_name,deletions,domain_size,estimator_seed,family,final_f1_star,heavy_avg_norm_abs_error,heavy_avg_relative_error,heavy_query_count,hh_f1,hh_precision,hh_recall,insertions,logical_size,max_norm_abs_error,memory_usage_bytes,middle_avg_norm_abs_error,middle_avg_relative_error,middle_query_count,observed_final_f1,param_capacity_per_summary,seed,stream_length,stream_mode,support_size,tail_avg_norm_abs_error,tail_avg_relative_error,tail_query_count,validation,param_depth,param_seed,param_width,param_capacity,zipf_s,average_transaction_size,distinct_items,occurrence_count,source_path,transaction_count
double_mg,4.0,9.812137742925332,4.906068871462666e-05,0.996852950907824,kosarak__F1_200000__alpha_4p0__non_interleaved,300000,,20260419,kosarak,200000,0.0013766,0.8120208440405566,100,0.49,0.49,0.49,500000,798,0.001905,90128,1.125e-05,0.995,100,200000,399,20260419,800000,non-interleaved,14665,5e-06,1.0,100,"{'alpha_ok': True, 'failure_prefix': None, 'failure_reason': None, 'final_f1_ok': True, 'observed_final_f1': 200000, 'strict_turnstile_ok': True, 'total_deletions': 300000, 'total_insertions': 500000}",,,,,,8.099998787881237,41270,8019015,data/raw/skmine_data/kosarak.dat,990002
double_ss,4.0,350.1871803614047,0.0017509359018070237,194.83247388663224,kosarak__F1_200000__alpha_4p0__non_interleaved,300000,,20260420,kosarak,200000,0.0004262,0.42130848660508946,100,0.49,0.49,0.49,500000,800,0.0018,118616,0.0017887499999999998,183.505,100,200000,400,20260419,800000,non-interleaved,14665,0.001795,359.0,100,"{'alpha_ok': True, 'failure_prefix': None, 'failure_reason': None, 'final_f1_ok': True, 'observed_final_f1': 200000, 'strict_turnstile_ok': True, 'total_deletions': 300000, 'total_insertions': 500000}",,,,,,8.099998787881237,41270,8019015,data/raw/skmine_data/kosarak.dat,990002
count_min,4.0,335.42141152403684,0.001677107057620184,183.90813878190107,kosarak__F1_200000__alpha_4p0__non_interleaved,300000,,20260421,kosarak,200000,0.0015760499999999998,1.070040278158199,100,0.51,0.51,0.51,500000,1360,0.003835,52620,0.0017724000000000001,181.23416666666668,100,200000,,20260419,800000,non-interleaved,14665,0.0016858,337.16,100,"{'alpha_ok': True, 'failure_prefix': None, 'failure_reason': None, 'final_f1_ok': True, 'observed_final_f1': 200000, 'strict_turnstile_ok': True, 'total_deletions': 300000, 'total_insertions': 500000}",5,20260421,272,,,8.099998787881237,41270,8019015,data/raw/skmine_data/kosarak.dat,990002
count_sketch,4.0,0.8922604841459256,4.461302420729628e-06,0.5609031133395984,kosarak__F1_200000__alpha_4p0__non_interleaved,300000,,20260422,kosarak,200000,4.4e-06,0.003271246964535025,100,0.99,0.99,0.99,500000,50000,0.00024,699964,5.3e-06,0.5075,100,200000,,20260419,800000,non-interleaved,14665,5.500000000000001e-06,1.1,100,"{'alpha_ok': True, 'failure_prefix': None, 'failure_reason': None, 'final_f1_ok': True, 'observed_final_f1': 200000, 'strict_turnstile_ok': True, 'total_deletions': 300000, 'total_insertions': 500000}",5,20260422,10000,,,8.099998787881237,41270,8019015,data/raw/skmine_data/kosarak.dat,990002
integrated_sspm,4.0,27.732083191271734,0.0001386604159563587,2.4527523290789435,kosarak__F1_200000__alpha_4p0__non_interleaved,300000,,20260423,kosarak,200000,0.00154245,1.261660952957144,100,0.10000000000000002,0.1,0.1,500000,250,0.00754,49070,8.615e-05,8.485,100,200000,,20260419,800000,non-interleaved,14665,5e-06,1.0,100,"{'alpha_ok': True, 'failure_prefix': None, 'failure_reason': None, 'final_f1_ok': True, 'observed_final_f1': 200000, 'strict_turnstile_ok': True, 'total_deletions': 300000, 'total_insertions': 500000}",,,,250,,8.099998787881237,41270,8019015,data/raw/skmine_data/kosarak.dat,990002
double_mg,6.0,9.575642179602575,4.787821089801288e-05,0.9973635701194031,kosarak__F1_200000__alpha_6p0__non_interleaved,500000,,20260419,kosarak,200000,0.0010732,0.7107513367207442,100,0.69,0.69,0.69,700000,1198,0.001235,53208,1.17e-05,1.0,100,200000,599,20260419,1200000,non-interleaved,14443,5e-06,1.0,100,"{'alpha_ok': True, 'failure_prefix': None, 'failure_reason': None, 'final_f1_ok': True, 'observed_final_f1': 200000, 'strict_turnstile_ok': True, 'total_deletions': 500000, 'total_insertions': 700000}",,,,,,8.099998787881237,41270,8019015,data/raw/skmine_data/kosarak.dat,990002
double_ss,6.0,221.4121027487364,0.001107060513743682,122.28413657773035,kosarak__F1_200000__alpha_6p0__non_interleaved,500000,,20260420,kosarak,200000,8.240000000000001e-05,0.08969329586552616,100,0.69,0.69,0.69,700000,1200,0.001155,140500,0.00114325,111.8,100,200000,600,20260419,1200000,non-interleaved,14443,0.00115,230.0,100,"{'alpha_ok': True, 'failure_prefix': None, 'failure_reason': None, 'final_f1_ok': True, 'observed_final_f1': 200000, 'strict_turnstile_ok': True, 'total_deletions': 500000, 'total_insertions': 700000}",,,,,,8.099998787881237,41270,8019015,data/raw/skmine_data/kosarak.dat,990002
count_min,6.0,337.3009070137783,0.0016865045350688914,181.62190654172932,kosarak__F1_200000__alpha_6p0__non_interleaved,500000,,20260421,kosarak,200000,0.0015961,1.1016420951455466,100,0.52,0.52,0.52,700000,1360,0.003805,52680,0.0017077000000000001,166.3083333333333,100,200000,,20260419,1200000,non-interleaved,14443,0.0016763,335.26,100,"{'alpha_ok': True, 'failure_prefix': None, 'failure_reason': None, 'final_f1_ok': True, 'observed_final_f1': 200000, 'strict_turnstile_ok': True, 'total_deletions': 500000, 'total_insertions': 700000}",5,20260421,272,,,8.099998787881237,41270,8019015,data/raw/skmine_data/kosarak.dat,990002
count_sketch,6.0,0.9354704701239355,4.677352350619678e-06,0.5893621437105228,kosarak__F1_200000__alpha_6p0__non_interleaved,500000,,20260422,kosarak,200000,4.25e-06,0.002913188560796462,100,0.99,0.99,0.99,700000,50000,0.000305,705540,3.2500000000000002e-06,0.31916666666666665,100,200000,,20260419,1200000,non-interleaved,14443,4.65e-06,0.93,100,"{'alpha_ok': True, 'failure_prefix': None, 'failure_reason': None, 'final_f1_ok': True, 'observed_final_f1': 200000, 'strict_turnstile_ok': True, 'total_deletions': 500000, 'total_insertions': 700000}",5,20260422,10000,,,8.099998787881237,41270,8019015,data/raw/skmine_data/kosarak.dat,990002
integrated_sspm,6.0,33.230353804611234,0.00016615176902305613,3.7241100064475,kosarak__F1_200000__alpha_6p0__non_interleaved,500000,,20260423,kosarak,200000,0.0013994,1.324402886635528,100,0.10000000000000002,0.1,0.1,700000,350,0.00733,79554,1.17e-05,1.0,100,200000,,20260419,1200000,non-interleaved,14443,5e-06,1.0,100,"{'alpha_ok': True, 'failure_prefix': None, 'failure_reason': None, 'final_f1_ok': True, 'observed_final_f1': 200000, 'strict_turnstile_ok': True, 'total_deletions': 500000, 'total_insertions': 700000}",,,,350,,8.099998787881237,41270,8019015,data/raw/skmine_data/kosarak.dat,990002
double_mg,8.0,9.16611909650924,4.58305954825462e-05,0.9966382773087581,kosarak__F1_200000__alpha_8p0__non_interleaved,700000,,20260419,kosarak,200000,0.00084185,0.5854892575105439,100,0.89,0.89,0.89,900000,1598,0.000965,134800,1.16e-05,1.0,100,200000,799,20260419,1600000,non-interleaved,14610,5e-06,1.0,100,"{'alpha_ok': True, 'failure_prefix': None, 'failure_reason': None, 'final_f1_ok': True, 'observed_final_f1': 200000, 'strict_turnstile_ok': True, 'total_deletions': 700000, 'total_insertions': 900000}",,,,,,8.099998787881237,41270,8019015,data/raw/skmine_data/kosarak.dat,990002
double_ss,8.0,158.8182751540041,0.0007940913757700206,89.45922279519591,kosarak__F1_200000__alpha_8p0__non_interleaved,700000,,20260420,kosarak,200000,9.1e-06,0.009492398151081733,100,0.89,0.89,0.89,900000,1600,0.00084,236404,0.0008284,82.72,100,200000,800,20260419,1600000,non-interleaved,14610,0.000835,167.0,100,"{'alpha_ok': True, 'failure_prefix': None, 'failure_reason': None, 'final_f1_ok': True, 'observed_final_f1': 200000, 'strict_turnstile_ok': True, 'total_deletions': 700000, 'total_insertions': 900000}",,,,,,8.099998787881237,41270,8019015,data/raw/skmine_data/kosarak.dat,990002
count_min,8.0,339.7318959616701,0.0016986594798083505,184.5754604424915,kosarak__F1_200000__alpha_8p0__non_interleaved,700000,,20260421,kosarak,200000,0.00159435,1.1078289582952392,100,0.53,0.53,0.53,900000,1360,0.004095,52636,0.001652,166.17916666666667,100,200000,,20260419,1600000,non-interleaved,14610,0.0016782,335.64,100,"{'alpha_ok': True, 'failure_prefix': None, 'failure_reason': None, 'final_f1_ok': True, 'observed_final_f1': 200000, 'strict_turnstile_ok': True, 'total_deletions': 700000, 'total_insertions': 900000}",5,20260421,272,,,8.099998787881237,41270,8019015,data/raw/skmine_data/kosarak.dat,990002
count_sketch,8.0,0.9451060917180014,4.725530458590007e-06,0.5878757405911498,kosarak__F1_200000__alpha_8p0__non_interleaved,700000,,20260422,kosarak,200000,4.65e-06,0.0031556199585926047,100,0.98,0.98,0.98,900000,50000,0.00021,710236,4.6e-06,0.425,100,200000,,20260419,1600000,non-interleaved,14610,5.4e-06,1.08,100,"{'alpha_ok': True, 'failure_prefix': None, 'failure_reason': None, 'final_f1_ok': True, 'observed_final_f1': 200000, 'strict_turnstile_ok': True, 'total_deletions': 700000, 'total_insertions': 900000}",5,20260422,10000,,,8.099998787881237,41270,8019015,data/raw/skmine_data/kosarak.dat,990002
integrated_sspm,8.0,38.67775496235455,0.00019338877481177278,5.000871059121685,kosarak__F1_200000__alpha_8p0__non_interleaved,700000,,20260423,kosarak,200000,0.0010416,1.0564955764237751,100,0.10000000000000002,0.1,0.1,900000,450,0.00714,91486,1.16e-05,1.0,100,200000,,20260419,1600000,non-interleaved,14610,5e-06,1.0,100,"{'alpha_ok': True, 'failure_prefix': None, 'failure_reason': None, 'final_f1_ok': True, 'observed_final_f1': 200000, 'strict_turnstile_ok': True, 'total_deletions': 700000, 'total_insertions': 900000}",,,,450,,8.099998787881237,41270,8019015,data/raw/skmine_data/kosarak.dat,990002
double_mg,1.5,19.441217014572665,3.888243402914533e-05,0.9995870930507457,kosarak__F1_500000__alpha_1p5__non_interleaved,125000,,20260419,kosarak,500000,0.00206098,0.9353676601267701,100,0.29,0.29,0.29,625000,298,0.005274,13172,5.999999999999999e-06,1.0,100,500000,149,20260419,750000,non-interleaved,20312,2e-06,1.0,100,"{'alpha_ok': True, 'failure_prefix': None, 'failure_reason': None, 'final_f1_ok': True, 'observed_final_f1': 500000, 'strict_turnstile_ok': True, 'total_deletions': 125000, 'total_insertions': 625000}",,,,,,8.099998787881237,41270,8019015,data/raw/skmine_data/kosarak.dat,990002
double_ss,1.5,2613.556567546278,0.0052271131350925554,1262.2682192551567,kosarak__F1_500000__alpha_1p5__non_interleaved,125000,,20260420,kosarak,500000,0.00320498,2.6854627472386765,100,0.29,0.29,0.29,625000,300,0.005264,35792,0.00526,974.5264999999999,100,500000,150,20260419,750000,non-interleaved,20312,0.005264,2632.0,100,"{'alpha_ok': True, 'failure_prefix': None, 'failure_reason': None, 'final_f1_ok': True, 'observed_final_f1': 500000, 'strict_turnstile_ok': True, 'total_deletions': 125000, 'total_insertions': 625000}",,,,,,8.099998787881237,41270,8019015,data/raw/skmine_data/kosarak.dat,990002
count_min,1.5,848.0265852697912,0.0016960531705395826,410.87971075892574,kosarak__F1_500000__alpha_1p5__non_interleaved,125000,,20260421,kosarak,500000,0.0015842,1.0782368781088938,100,0.49,0.49,0.49,625000,1360,0.004018,52852,0.0017054,314.003,100,500000,,20260419,750000,non-interleaved,20312,0.0017147599999999999,857.38,100,"{'alpha_ok': True, 'failure_prefix': None, 'failure_reason': None, 'final_f1_ok': True, 'observed_final_f1': 500000, 'strict_turnstile_ok': True, 'total_deletions': 125000, 'total_insertions': 625000}",5,20260421,272,,,8.099998787881237,41270,8019015,data/raw/skmine_data/kosarak.dat,990002
count_sketch,1.5,2.665320992516739,5.330641985033478e-06,1.5321894807853325,kosarak__F1_500000__alpha_1p5__non_interleaved,125000,,20260422,kosarak,500000,4.68e-06,0.0033185640876566324,100,0.99,0.99,0.99,625000,50000,0.000294,853812,5.54e-06,1.0636666666666665,100,500000,,20260419,750000,non-interleaved,20312,5.58e-06,2.79,100,"{'alpha_ok': True, 'failure_prefix': None, 'failure_reason': None, 'final_f1_ok': True, 'observed_final_f1': 500000, 'strict_turnstile_ok': True, 'total_deletions': 125000, 'total_insertions': 625000}",5,20260422,10000,,,8.099998787881237,41270,8019015,data/raw/skmine_data/kosarak.dat,990002
integrated_sspm,1.5,36.71637455691217,7.343274911382434e-05,1.9154033109545736,kosarak__F1_500000__alpha_1p5__non_interleaved,125000,,20260423,kosarak,500000,0.0024959400000000003,1.744461342249547,100,0.12,0.12,0.12,625000,125,0.008026,25046,5.999999999999999e-06,1.0,100,500000,,20260419,750000,non-interleaved,20312,2e-06,1.0,100,"{'alpha_ok': True, 'failure_prefix': None, 'failure_reason': None, 'final_f1_ok': True, 'observed_final_f1': 500000, 'strict_turnstile_ok': True, 'total_deletions': 125000, 'total_insertions': 625000}",,,,125,,8.099998787881237,41270,8019015,data/raw/skmine_data/kosarak.dat,990002
double_mg,2.0,19.040782067739705,3.808156413547941e-05,0.9993540873070077,kosarak__F1_500000__alpha_2p0__non_interleaved,250000,,20260419,kosarak,500000,0.00186266,0.915533337651635,100,0.31,0.31,0.31,750000,398,0.00386,45768,6.040000000000001e-06,1.0,100,500000,199,20260419,1000000,non-interleaved,20254,2e-06,1.0,100,"{'alpha_ok': True, 'failure_prefix': None, 'failure_reason': None, 'final_f1_ok': True, 'observed_final_f1': 500000, 'strict_turnstile_ok': True, 'total_deletions': 250000, 'total_insertions': 750000}",,,,,,8.099998787881237,41270,8019015,data/raw/skmine_data/kosarak.dat,990002
double_ss,2.0,1909.9523550903525,0.0038199047101807053,925.2702951654301,kosarak__F1_500000__alpha_2p0__non_interleaved,250000,,20260420,kosarak,500000,0.00199478,1.7505491515877403,100,0.31,0.31,0.31,750000,400,0.003858,59744,0.00385194,720.765,100,500000,200,20260419,1000000,non-interleaved,20254,0.003856,1928.0,100,"{'alpha_ok': True, 'failure_prefix': None, 'failure_reason': None, 'final_f1_ok': True, 'observed_final_f1': 500000, 'strict_turnstile_ok': True, 'total_deletions': 250000, 'total_insertions': 750000}",,,,,,8.099998787881237,41270,8019015,data/raw/skmine_data/kosarak.dat,990002
count_min,2.0,849.7548138639281,0.0016995096277278563,411.31555508313807,kosarak__F1_500000__alpha_2p0__non_interleaved,250000,,20260421,kosarak,500000,0.00157868,1.0764473589672992,100,0.5,0.5,0.5,750000,1360,0.004074,52844,0.00171604,317.185,100,500000,,20260419,1000000,non-interleaved,20254,0.0017108599999999998,855.43,100,"{'alpha_ok': True, 'failure_prefix': None, 'failure_reason': None, 'final_f1_ok': True, 'observed_final_f1': 500000, 'strict_turnstile_ok': True, 'total_deletions': 250000, 'total_insertions': 750000}",5,20260421,272,,,8.099998787881237,41270,8019015,data/raw/skmine_data/kosarak.dat,990002
count_sketch,2.0,2.743458082354103,5.486916164708206e-06,1.581360610866679,kosarak__F1_500000__alpha_2p0__non_interleaved,250000,,20260422,kosarak,500000,4.66e-06,0.0032786462040086933,100,1.0,1.0,1.0,750000,50000,0.000222,854532,5.22e-06,0.9555,100,500000,,20260419,1000000,non-interleaved,20254,3.68e-06,1.84,100,"{'alpha_ok': True, 'failure_prefix': None, 'failure_reason': None, 'final_f1_ok': True, 'observed_final_f1': 500000, 'strict_turnstile_ok': True, 'total_deletions': 250000, 'total_insertions': 750000}",5,20260422,10000,,,8.099998787881237,41270,8019015,data/raw/skmine_data/kosarak.dat,990002
integrated_sspm,2.0,39.62283993285277,7.924567986570554e-05,2.3334649400332075,kosarak__F1_500000__alpha_2p0__non_interleaved,250000,,20260423,kosarak,500000,0.00208134,1.5341269347769104,100,0.10000000000000002,0.1,0.1,750000,150,0.00791,28282,6.040000000000001e-06,1.0,100,500000,,20260419,1000000,non-interleaved,20254,2e-06,1.0,100,"{'alpha_ok': True, 'failure_prefix': None, 'failure_reason': None, 'final_f1_ok': True, 'observed_final_f1': 500000, 'strict_turnstile_ok': True, 'total_deletions': 250000, 'total_insertions': 750000}",,,,150,,8.099998787881237,41270,8019015,data/raw/skmine_data/kosarak.dat,990002
double_mg,3.0,18.2963217938631,3.65926435877262e-05,0.9987416055385414,kosarak__F1_500000__alpha_3p0__non_interleaved,500000,,20260419,kosarak,500000,0.0015951199999999998,0.8728601409338823,100,0.4000000000000001,0.4,0.4,1000000,598,0.00249,34176,5.92e-06,1.0,100,500000,299,20260419,1500000,non-interleaved,20336,2e-06,1.0,100,"{'alpha_ok': True, 'failure_prefix': None, 'failure_reason': None, 'final_f1_ok': True, 'observed_final_f1': 500000, 'strict_turnstile_ok': True, 'total_deletions': 500000, 'total_insertions': 1000000}",,,,,,8.099998787881237,41270,8019015,data/raw/skmine_data/kosarak.dat,990002
double_ss,3.0,1222.6936467348544,0.002445387293469709,597.6528728096274,kosarak__F1_500000__alpha_3p0__non_interleaved,500000,,20260420,kosarak,500000,0.00088592,0.8424041047286477,100,0.4000000000000001,0.4,0.4,1000000,600,0.002482,70712,0.00247608,469.7526666666667,100,500000,300,20260419,1500000,non-interleaved,20336,0.00248,1240.0,100,"{'alpha_ok': True, 'failure_prefix': None, 'failure_reason': None, 'final_f1_ok': True, 'observed_final_f1': 500000, 'strict_turnstile_ok': True, 'total_deletions': 500000, 'total_insertions': 1000000}",,,,,,8.099998787881237,41270,8019015,data/raw/skmine_data/kosarak.dat,990002
count_min,3.0,850.8266620771046,0.0017016533241542091,414.2355305288461,kosarak__F1_500000__alpha_3p0__non_interleaved,500000,,20260421,kosarak,500000,0.0015788,1.0797806471657316,100,0.49,0.49,0.49,1000000,1360,0.004542,52836,0.0017486,332.0713333333333,100,500000,,20260419,1500000,non-interleaved,20336,0.00164102,820.51,100,"{'alpha_ok': True, 'failure_prefix': None, 'failure_reason': None, 'final_f1_ok': True, 'observed_final_f1': 500000, 'strict_turnstile_ok': True, 'total_deletions': 500000, 'total_insertions': 1000000}",5,20260421,272,,,8.099998787881237,41270,8019015,data/raw/skmine_data/kosarak.dat,990002
count_sketch,3.0,2.796666011014949,5.5933320220298975e-06,1.6133168615971423,kosarak__F1_500000__alpha_3p0__non_interleaved,500000,,20260422,kosarak,500000,5.12e-06,0.003557397091396512,100,0.99,0.99,0.99,1000000,50000,0.000214,854384,5.12e-06,0.9963333333333333,100,500000,,20260419,1500000,non-interleaved,20336,4.1199999999999995e-06,2.06,100,"{'alpha_ok': True, 'failure_prefix': None, 'failure_reason': None, 'final_f1_ok': True, 'observed_final_f1': 500000, 'strict_turnstile_ok': True, 'total_deletions': 500000, 'total_insertions': 1000000}",5,20260422,10000,,,8.099998787881237,41270,8019015,data/raw/skmine_data/kosarak.dat,990002
integrated_sspm,3.0,46.028766719118806,9.205753343823761e-05,2.7743919939301467,kosarak__F1_500000__alpha_3p0__non_interleaved,500000,,20260423,kosarak,500000,0.0018540000000000002,1.4453123360108608,100,0.10000000000000002,0.1,0.1,1000000,200,0.007702,43494,5.92e-06,1.0,100,500000,,20260419,1500000,non-interleaved,20336,2e-06,1.0,100,"{'alpha_ok': True, 'failure_prefix': None, 'failure_reason': None, 'final_f1_ok': True, 'observed_final_f1': 500000, 'strict_turnstile_ok': True, 'total_deletions': 500000, 'total_insertions': 1000000}",,,,200,,8.099998787881237,41270,8019015,data/raw/skmine_data/kosarak.dat,990002
double_mg,4.0,17.915400655347035,3.5830801310694076e-05,0.9988414990495192,kosarak__F1_500000__alpha_4p0__non_interleaved,750000,,20260419,kosarak,500000,0.0013747400000000002,0.8164623775906835,100,0.41999999999999993,0.42,0.42,1250000,798,0.001818,89828,5.98e-06,1.0,100,500000,399,20260419,2000000,non-interleaved,20142,2e-06,1.0,100,"{'alpha_ok': True, 'failure_prefix': None, 'failure_reason': None, 'final_f1_ok': True, 'observed_final_f1': 500000, 'strict_turnstile_ok': True, 'total_deletions': 750000, 'total_insertions': 1250000}",,,,,,8.099998787881237,41270,8019015,data/raw/skmine_data/kosarak.dat,990002
double_ss,4.0,885.0690596762983,0.0017701381193525967,433.56976839707124,kosarak__F1_500000__alpha_4p0__non_interleaved,750000,,20260420,kosarak,500000,0.0004304,0.4286160917912198,100,0.41999999999999993,0.42,0.42,1250000,800,0.001806,118588,0.0018,347.40416666666664,100,500000,400,20260419,2000000,non-interleaved,20142,0.001804,902.0,100,"{'alpha_ok': True, 'failure_prefix': None, 'failure_reason': None, 'final_f1_ok': True, 'observed_final_f1': 500000, 'strict_turnstile_ok': True, 'total_deletions': 750000, 'total_insertions': 1250000}",,,,,,8.099998787881237,41270,8019015,data/raw/skmine_data/kosarak.dat,990002
count_min,4.0,847.8831297785721,0.0016957662595571443,410.8403962389297,kosarak__F1_500000__alpha_4p0__non_interleaved,750000,,20260421,kosarak,500000,0.0015860199999999998,1.0849791277747034,100,0.49,0.49,0.49,1250000,1360,0.003734,52828,0.0016334000000000001,314.524,100,500000,,20260419,2000000,non-interleaved,20142,0.0016608,830.4,100,"{'alpha_ok': True, 'failure_prefix': None, 'failure_reason': None, 'final_f1_ok': True, 'observed_final_f1': 500000, 'strict_turnstile_ok': True, 'total_deletions': 750000, 'total_insertions': 1250000}",5,20260421,272,,,8.099998787881237,41270,8019015,data/raw/skmine_data/kosarak.dat,990002
count_sketch,4.0,2.9967232648197797,5.993446529639559e-06,1.8258878006478083,kosarak__F1_500000__alpha_4p0__non_interleaved,750000,,20260422,kosarak,500000,4.62e-06,0.002981350011748527,100,0.99,0.99,0.99,1250000,50000,0.000538,854264,4.6e-06,0.8678333333333333,100,500000,,20260419,2000000,non-interleaved,20142,3.46e-06,1.73,100,"{'alpha_ok': True, 'failure_prefix': None, 'failure_reason': None, 'final_f1_ok': True, 'observed_final_f1': 500000, 'strict_turnstile_ok': True, 'total_deletions': 750000, 'total_insertions': 1250000}",5,20260422,10000,,,8.099998787881237,41270,8019015,data/raw/skmine_data/kosarak.dat,990002
integrated_sspm,4.0,51.08246450203555,0.00010216492900407109,3.512804599446679,kosarak__F1_500000__alpha_4p0__non_interleaved,750000,,20260423,kosarak,500000,0.00168022,1.37276593623768,100,0.10000000000000002,0.1,0.1,1250000,250,0.007566,50170,5.98e-06,1.0,100,500000,,20260419,2000000,non-interleaved,20142,7.76e-05,38.8,100,"{'alpha_ok': True, 'failure_prefix': None, 'failure_reason': None, 'final_f1_ok': True, 'observed_final_f1': 500000, 'strict_turnstile_ok': True, 'total_deletions': 750000, 'total_insertions': 1250000}",,,,250,,8.099998787881237,41270,8019015,data/raw/skmine_data/kosarak.dat,990002
double_mg,6.0,17.060588177436806,3.412117635487361e-05,0.9981158232334558,kosarak__F1_500000__alpha_6p0__non_interleaved,1250000,,20260419,kosarak,500000,0.00107778,0.7136623111820133,100,0.7100000000000001,0.71,0.71,1750000,1198,0.001182,58344,6.1e-06,1.0,100,500000,599,20260419,3000000,non-interleaved,20334,2e-06,1.0,100,"{'alpha_ok': True, 'failure_prefix': None, 'failure_reason': None, 'final_f1_ok': True, 'observed_final_f1': 500000, 'strict_turnstile_ok': True, 'total_deletions': 1250000, 'total_insertions': 1750000}",,,,,,8.099998787881237,41270,8019015,data/raw/skmine_data/kosarak.dat,990002
double_ss,6.0,561.9271663224157,0.0011238543326448313,274.2635540626092,kosarak__F1_500000__alpha_6p0__non_interleaved,1250000,,20260420,kosarak,500000,8.012e-05,0.0871332854223275,100,0.7100000000000001,0.71,0.71,1750000,1200,0.001158,140448,0.00115186,211.488,100,500000,600,20260419,3000000,non-interleaved,20334,0.001156,578.0,100,"{'alpha_ok': True, 'failure_prefix': None, 'failure_reason': None, 'final_f1_ok': True, 'observed_final_f1': 500000, 'strict_turnstile_ok': True, 'total_deletions': 1250000, 'total_insertions': 1750000}",,,,,,8.099998787881237,41270,8019015,data/raw/skmine_data/kosarak.dat,990002
count_min,6.0,852.8118914133963,0.0017056237828267924,408.3698011039202,kosarak__F1_500000__alpha_6p0__non_interleaved,1250000,,20260421,kosarak,500000,0.0015953999999999999,1.095151258521144,100,0.48,0.48,0.48,1750000,1360,0.003826,52820,0.0017728,326.41016666666667,100,500000,,20260419,3000000,non-interleaved,20334,0.0016576,828.8,100,"{'alpha_ok': True, 'failure_prefix': None, 'failure_reason': None, 'final_f1_ok': True, 'observed_final_f1': 500000, 'strict_turnstile_ok': True, 'total_deletions': 1250000, 'total_insertions': 1750000}",5,20260421,272,,,8.099998787881237,41270,8019015,data/raw/skmine_data/kosarak.dat,990002
count_sketch,6.0,3.197698436116849,6.395396872233697e-06,1.989536236116148,kosarak__F1_500000__alpha_6p0__non_interleaved,1250000,,20260422,kosarak,500000,4.38e-06,0.002874070474859327,100,1.0,1.0,1.0,1750000,50000,0.000294,855348,5.36e-06,1.0768333333333333,100,500000,,20260419,3000000,non-interleaved,20334,4.24e-06,2.12,100,"{'alpha_ok': True, 'failure_prefix': None, 'failure_reason': None, 'final_f1_ok': True, 'observed_final_f1': 500000, 'strict_turnstile_ok': True, 'total_deletions': 1250000, 'total_insertions': 1750000}",5,20260422,10000,,,8.099998787881237,41270,8019015,data/raw/skmine_data/kosarak.dat,990002
integrated_sspm,6.0,60.535949640995376,0.00012107189928199076,3.4540940345915905,kosarak__F1_500000__alpha_6p0__non_interleaved,1250000,,20260423,kosarak,500000,0.00153192,1.4633933290623446,100,0.10000000000000002,0.1,0.1,1750000,350,0.007342,82110,6.1e-06,1.0,100,500000,,20260419,3000000,non-interleaved,20334,2e-06,1.0,100,"{'alpha_ok': True, 'failure_prefix': None, 'failure_reason': None, 'final_f1_ok': True, 'observed_final_f1': 500000, 'strict_turnstile_ok': True, 'total_deletions': 1250000, 'total_insertions': 1750000}",,,,350,,8.099998787881237,41270,8019015,data/raw/skmine_data/kosarak.dat,990002
double_mg,8.0,16.47958833619211,3.295917667238422e-05,0.996846077282515,kosarak__F1_500000__alpha_8p0__non_interleaved,1750000,,20260419,kosarak,500000,0.0008420999999999999,0.5866849695887895,100,0.92,0.92,0.92,2250000,1598,0.00087,109384,6.06e-06,1.0,100,500000,799,20260419,4000000,non-interleaved,20405,2e-06,1.0,100,"{'alpha_ok': True, 'failure_prefix': None, 'failure_reason': None, 'final_f1_ok': True, 'observed_final_f1': 500000, 'strict_turnstile_ok': True, 'total_deletions': 1750000, 'total_insertions': 2250000}",,,,,,8.099998787881237,41270,8019015,data/raw/skmine_data/kosarak.dat,990002
double_ss,8.0,404.5069345748591,0.0008090138691497182,198.72462166655606,kosarak__F1_500000__alpha_8p0__non_interleaved,1750000,,20260420,kosarak,500000,4.16e-06,0.004387625771044328,100,0.92,0.92,0.92,2250000,1600,0.000842,236132,0.00083594,154.41916666666668,100,500000,800,20260419,4000000,non-interleaved,20405,0.00084,420.0,100,"{'alpha_ok': True, 'failure_prefix': None, 'failure_reason': None, 'final_f1_ok': True, 'observed_final_f1': 500000, 'strict_turnstile_ok': True, 'total_deletions': 1750000, 'total_insertions': 2250000}",,,,,,8.099998787881237,41270,8019015,data/raw/skmine_data/kosarak.dat,990002
count_min,8.0,857.5533447684392,0.0017151066895368782,409.62811817631234,kosarak__F1_500000__alpha_8p0__non_interleaved,1750000,,20260421,kosarak,500000,0.0016019,1.1062408158621502,100,0.47,0.47,0.47,2250000,1360,0.003774,52812,0.00166364,308.99316666666664,100,500000,,20260419,4000000,non-interleaved,20405,0.0017344799999999998,867.24,100,"{'alpha_ok': True, 'failure_prefix': None, 'failure_reason': None, 'final_f1_ok': True, 'observed_final_f1': 500000, 'strict_turnstile_ok': True, 'total_deletions': 1750000, 'total_insertions': 2250000}",5,20260421,272,,,8.099998787881237,41270,8019015,data/raw/skmine_data/kosarak.dat,990002
